cipcode,cip6,cip2d,cip3d,cip4d,Awards,stem,ciptitle,onettitle,onetcode,know_score,unprof_score,nonstem_score,stem_score,math_score,comp_score,engin_score,science_score,bio_score,chem_score,physics_score,med_score,econ_score,manage_score,english_score,law_score,stem_raw,know_raw,comp_raw,science_raw,math_raw,engin_raw,_merge,Avg_Stem2,Avg_Stem3,Avg_Stem4,Avg_Stem2_raw,Avg_Stem3_raw,Avg_Stem4_raw,Avg_know2,Avg_know3,Avg_know4,Avg_know2x_raw,Avg_know2_raw,Avg_know3x_raw,Avg_know3_raw,Avg_know4x_raw,Avg_know4_raw,Avg_engin2,Avg_engin3,Avg_engin4,Avg_science2,Avg_science3,Avg_science4,Avg_comp2,Avg_comp3,Avg_comp4,Avg_math2,Avg_math3,Avg_math4,Avg_bio2,Avg_bio3,Avg_bio4,Avg_physics2,Avg_physics3,Avg_physics4,Avg_chem2,Avg_chem3,Avg_chem4,Best_STEM_score,Best_engin_score,Best_comp_score,Best_math_score,Best_science_score,Best_bio_score,Best_chem_score,Best_physics_score,Best_stem_raw,Best_know_score,Best_know_raw,Med_Avg_Stem2,Mean_Avg_Stem2,Z_Best_comp_score,Z_Best_engin_score,Z_Best_math_score,Z_Best_science_score,Z_Best_physics_score,Z_Best_chem_score,Z_Best_bio_score,stem_cip_onet,stem_high_any,stem_high_any2,stem_cip_mix,z_Avg_Stem2,z_Avg_bio2,z_Avg_physics2,z_Avg_chem2,z_Avg_engin2,z_Avg_comp2,z_Avg_math2,z_Avg_science2,z_Avg_Stem3,z_Avg_bio3,z_Avg_physics3,z_Avg_chem3,z_Avg_engin3,z_Avg_comp3,z_Avg_math3,z_Avg_science3
"15.1301-Drafting and Design Technology/Technician, General",151301,"15","151","1513",5263,1,"Drafting and Design Technology/Technician, General","Electronic Drafters","17-3012.01",2.082198,-1.675338,-2.557397,4.639595,.9365479,1.255182,2.834047,-.3861826,-.8147091,-.5393037,.9678302,-.9962547,-.8140998,-.6464819,.3422336,-.2280382,3.090667,2.123636,4.526,1.549333,4.314,5.056,"matched (3)",7.206443,6.361625,4.642761,3.518475,3.377672,3.091194,8.878524,7.149046,2.838031,2.329586,2.329586,2.277177,2.277177,2.14654,2.14654,2.432733,2.532327,2.830047,2.533818,1.403644,-.3223492,1.207758,1.315348,1.197849,1.032134,1.110307,.9372146,-.2723723,-.4371489,-.8277091,1.805713,1.478903,1.03333,1.000477,.3618896,-.5279703,4.639595,2.834047,1.255182,.9365479,-.3861826,-.8147091,-.5393037,.9678302,3.090667,2.082198,2.123636,1.783034,2.081026,.8292598,2.062559,.635514,-.4168422,.6994402,-.5918755,-.9996704,1,1,1,1,1.037596,-.7747387,1.583712,.6142452,1.976894,.9749615,.8769235,.4142027,.8515114,-.8813357,1.25604,.0606688,2.023284,1.123987,.9550861,.0577473
"15.1302-CAD/CADD Drafting and/or Design Technology/Technician",151302,"15","151","1513",4396,1,"CAD/CADD Drafting and/or Design Technology/Technician","Civil Drafters","17-3011.02",2.082198,-1.675338,-2.557397,4.639595,.9365479,1.255182,2.834047,-.3861826,-.8147091,-.5393037,.9678302,-.9962547,-.8140998,-.6464819,.3422336,-.2280382,3.090667,2.123636,4.526,1.549333,4.314,5.056,"matched (3)",7.206443,6.361625,4.642761,3.518475,3.377672,3.091194,8.878524,7.149046,2.838031,2.329586,2.329586,2.277177,2.277177,2.14654,2.14654,2.432733,2.532327,2.830047,2.533818,1.403644,-.3223492,1.207758,1.315348,1.197849,1.032134,1.110307,.9372146,-.2723723,-.4371489,-.8277091,1.805713,1.478903,1.03333,1.000477,.3618896,-.5279703,4.639595,2.834047,1.255182,.9365479,-.3861826,-.8147091,-.5393037,.9678302,3.090667,2.082198,2.123636,1.783034,2.081026,.8292598,2.062559,.635514,-.4168422,.6994402,-.5918755,-.9996704,1,1,1,1,1.037596,-.7747387,1.583712,.6142452,1.976894,.9749615,.8769235,.4142027,.8515114,-.8813357,1.25604,.0606688,2.023284,1.123987,.9550861,.0577473
"15.1305-Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD",151305,"15","151","1513",46,1,"Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD","Electronic Drafters","17-3012.01",-2.452803,-5.851337,-7.073397,4.620594,.9325478,1.599182,2.858047,-.7691826,-.7367091,-.6073037,.5748302,-.9652548,-.8030999,-.6784818,.3002335,-.5570382,3.0875,1.986212,4.87,1.421667,4.31,5.08,"matched (3)",7.206443,6.361625,4.642761,3.518475,3.377672,3.091194,8.878524,7.149046,2.838031,2.329586,2.329586,2.277177,2.277177,2.14654,2.14654,2.432733,2.532327,2.830047,2.533818,1.403644,-.3223492,1.207758,1.315348,1.197849,1.032134,1.110307,.9372146,-.2723723,-.4371489,-.8277091,1.805713,1.478903,1.03333,1.000477,.3618896,-.5279703,4.620594,2.858047,1.599182,.9325478,-.7691826,-.7367091,-.6073037,.5748302,3.0875,-2.452803,1.986212,1.783034,2.081026,1.244032,2.079676,.6313373,-.5192518,.3845031,-.6412201,-.9514222,1,1,1,1,1.037596,-.7747387,1.583712,.6142452,1.976894,.9749615,.8769235,.4142027,.8515114,-.8813357,1.25604,.0606688,2.023284,1.123987,.9550861,.0577473
"01.0401-Agricultural and Food Products Processing",010401,"01","010","0104",153,1,"Agricultural and Food Products Processing","Agricultural Inspectors","45-2011.00",16.9822,12.16533,12.39327,4.588927,.6558811,.2525159,.2213799,3.459151,2.276624,1.202696,-.0201698,-.1169214,.5885668,.8848514,.0435669,.3012951,3.082222,2.575151,3.523333,2.831111,4.033333,2.443333,"matched (3)",6.571138,5.679803,4.588927,3.412591,3.264035,3.082222,19.57183,18.10356,16.9822,2.653625,2.653625,2.609132,2.609132,2.575151,2.575151,.5528848,.4936863,.2213799,4.946673,4.340501,3.459151,.2201104,.1188316,.2525159,.8514689,.7267841,.6558811,2.700482,2.402019,2.276624,.6889216,.5639148,-.0201698,1.557271,1.374567,1.202696,4.588927,.2213799,.2525159,.6558811,3.459151,2.276624,1.202696,-.0201698,3.082222,16.9822,2.575151,1.783034,2.081026,-.3796898,.1990875,.3424542,.611353,-.09231,.6722156,.9125242,1,0,0,1,.9089838,1.351591,.5418006,1.094091,.480754,-.5595388,.6462805,1.16728,.7155322,1.109331,.4191969,.9138528,.4272549,-.7075101,.4747557,.9582022
"01.0201-Agricultural Mechanization, General",010201,"01","010","0102",471,1,"Agricultural Mechanization, General","Farm Equipment Mechanics and Service Technicians","49-3041.00",4.477198,.8386626,-.108397,4.585594,.4225477,.3241825,.4830467,3.355817,1.363291,1.022696,.9698303,-.4452548,.0719002,.231518,-.0197663,-.4820383,3.081667,2.196212,3.595,2.796667,3.8,2.705,"matched (3)",6.571138,5.679803,3.87115,3.412591,3.264035,2.962593,19.57183,18.10356,1.847198,2.653625,2.653625,2.609132,2.609132,2.116515,2.116515,.5528848,.4936863,.5186022,4.946673,4.340501,3.044151,.2201104,.1188316,.1169603,.8514689,.7267841,.1914366,2.700482,2.402019,.9027354,.6889216,.5639148,1.031497,1.557271,1.374567,1.109919,4.585594,.4830467,.3241825,.4225477,3.355817,1.363291,1.022696,.9698303,3.081667,4.477198,2.196212,1.783034,2.081026,-.2932789,.38572,.0988178,.5837229,.701043,.5415978,.347567,1,0,0,1,.9089838,1.351591,.5418006,1.094091,.480754,-.5595388,.6462805,1.16728,.7155322,1.109331,.4191969,.9138528,.4272549,-.7075101,.4747557,.9582022
"01.0299-Agricultural Mechanization, Other",010299,"01","010","0102",32,1,"Agricultural Mechanization, Other","Agricultural Sciences Teachers, Postsecondary","25-1041.00",4.477198,.8386626,-.108397,4.585594,.4225477,.3241825,.4830467,3.355817,1.363291,1.022696,.9698303,-.4452548,.0719002,.231518,-.0197663,-.4820383,3.081667,2.196212,3.595,2.796667,3.8,2.705,"matched (3)",6.571138,5.679803,3.87115,3.412591,3.264035,2.962593,19.57183,18.10356,1.847198,2.653625,2.653625,2.609132,2.609132,2.116515,2.116515,.5528848,.4936863,.5186022,4.946673,4.340501,3.044151,.2201104,.1188316,.1169603,.8514689,.7267841,.1914366,2.700482,2.402019,.9027354,.6889216,.5639148,1.031497,1.557271,1.374567,1.109919,4.585594,.4830467,.3241825,.4225477,3.355817,1.363291,1.022696,.9698303,3.081667,4.477198,2.196212,1.783034,2.081026,-.2932789,.38572,.0988178,.5837229,.701043,.5415978,.347567,1,0,0,1,.9089838,1.351591,.5418006,1.094091,.480754,-.5595388,.6462805,1.16728,.7155322,1.109331,.4191969,.9138528,.4272549,-.7075101,.4747557,.9582022
"51.0901-Cardiovascular Technology/Technologist",510901,"51","510","5109",2049,1,"Cardiovascular Technology/Technologist","Health Specialties Teachers, Postsecondary","25-1071.00",9.137197,.3686628,4.561603,4.575594,.4375478,.4191825,-.5369534,4.255817,2.128291,.8276963,1.29983,3.414745,-.6730999,-.413482,.7852337,-.0070382,3.08,2.337424,3.69,3.096667,3.815,1.685,"matched (3)",2.323959,1.979822,5.303817,2.704727,2.647371,3.20137,10.84494,8.96593,13.03318,2.389174,2.389174,2.332234,2.332234,2.455484,2.455484,-.7259768,-.5062233,-.1238423,2.72922,2.078386,4.418373,.1891717,.4078809,.6329603,.1315443,-.000222,.3763256,1.900852,1.384577,2.195476,.0325396,.284817,1.256589,.7958285,.4089926,.9663075,4.575594,-.5369534,.4191825,.4375478,4.255817,2.128291,.8276963,1.29983,3.08,9.137197,2.337424,1.783034,2.081026,-.1787341,-.3417899,.1144802,.824372,.9654939,.400095,.8207703,1,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0902-Electrocardiograph Technology/Technician",510902,"51","510","5109",910,1,"Electrocardiograph Technology/Technician","Cardiovascular Technologists and Technicians","29-2031.00",9.137197,.3686628,4.561603,4.575594,.4375478,.4191825,-.5369534,4.255817,2.128291,.8276963,1.29983,3.414745,-.6730999,-.413482,.7852337,-.0070382,3.08,2.337424,3.69,3.096667,3.815,1.685,"matched (3)",2.323959,1.979822,5.303817,2.704727,2.647371,3.20137,10.84494,8.96593,13.03318,2.389174,2.389174,2.332234,2.332234,2.455484,2.455484,-.7259768,-.5062233,-.1238423,2.72922,2.078386,4.418373,.1891717,.4078809,.6329603,.1315443,-.000222,.3763256,1.900852,1.384577,2.195476,.0325396,.284817,1.256589,.7958285,.4089926,.9663075,4.575594,-.5369534,.4191825,.4375478,4.255817,2.128291,.8276963,1.29983,3.08,9.137197,2.337424,1.783034,2.081026,-.1787341,-.3417899,.1144802,.824372,.9654939,.400095,.8207703,1,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"01.0103-Agricultural Economics",010103,"01","010","0101",2174,1,"Agricultural Economics","Economists","19-3011.00",12.45553,6.111996,7.889936,4.565594,2.549214,1.009183,-.6519533,1.659151,1.673291,.0826964,-.0968364,-.4002548,3.255234,.7748513,1.220234,.9579618,3.078333,2.43798,4.28,2.231111,5.926667,1.57,"matched (3)",6.571138,5.679803,5.501642,3.412591,3.264035,3.234341,19.57183,18.10356,19.61558,2.653625,2.653625,2.609132,2.609132,2.654951,2.654951,.5528848,.4936863,.53938,4.946673,4.340501,3.463722,.2201104,.1188316,.4748016,.8514689,.7267841,1.023738,2.700482,2.402019,2.122481,.6889216,.5639148,.3809254,1.557271,1.374567,.9603154,4.565594,-.6519533,1.009183,2.549214,1.659151,1.673291,.0826964,-.0968364,3.078333,12.45553,2.43798,1.783034,2.081026,.5326493,-.423813,2.319389,.1300549,-.1537481,-.140518,.5393225,1,1,1,1,.9089838,1.351591,.5418006,1.094091,.480754,-.5595388,.6462805,1.16728,.7155322,1.109331,.4191969,.9138528,.4272549,-.7075101,.4747557,.9582022
"51.3803-Adult Health Nurse/Nursing",513803,"51","513","5138",1496,1,"Adult Health Nurse/Nursing","Nursing Instructors and Teachers, Postsecondary","25-1072.00",22.73553,13.18866,18.19327,4.542261,.6958813,.1891824,-.8986201,4.555818,3.059958,1.54603,-.0501698,3.449745,-.0914332,.0581848,1.0969,.4579618,3.074445,2.749495,3.46,3.196667,4.073333,1.323333,"matched (3)",2.323959,2.160441,3.992698,2.704727,2.677474,2.982851,10.84494,14.0868,20.94767,2.389174,2.389174,2.487412,2.487412,2.695318,2.695318,-.7259768,-1.056822,-.8855248,2.72922,3.211125,4.086849,.1891717,-.1511684,.1311665,.1315443,.1573067,.6602067,1.900852,2.410637,2.823251,.0325396,-.2968146,-.1819555,.7958285,1.097302,1.445554,4.542261,-.8986201,.1891824,.6958813,4.555818,3.059958,1.54603,-.0501698,3.074445,22.73553,2.749495,1.783034,2.081026,-.4560531,-.5997468,.3842206,.9045883,-.1163511,.9213573,1.397068,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.0136487,1.115374,-.3680214,.6802557,-.7866208,-1.120797,-.2384672,.6119299
"51.3805-Family Practice Nurse/Nursing",513805,"51","513","5138",5691,1,"Family Practice Nurse/Nursing","Nursing Instructors and Teachers, Postsecondary","25-1072.00",22.73553,13.18866,18.19327,4.542261,.6958813,.1891824,-.8986201,4.555818,3.059958,1.54603,-.0501698,3.449745,-.0914332,.0581848,1.0969,.4579618,3.074445,2.749495,3.46,3.196667,4.073333,1.323333,"matched (3)",2.323959,2.160441,3.992698,2.704727,2.677474,2.982851,10.84494,14.0868,20.94767,2.389174,2.389174,2.487412,2.487412,2.695318,2.695318,-.7259768,-1.056822,-.8855248,2.72922,3.211125,4.086849,.1891717,-.1511684,.1311665,.1315443,.1573067,.6602067,1.900852,2.410637,2.823251,.0325396,-.2968146,-.1819555,.7958285,1.097302,1.445554,4.542261,-.8986201,.1891824,.6958813,4.555818,3.059958,1.54603,-.0501698,3.074445,22.73553,2.749495,1.783034,2.081026,-.4560531,-.5997468,.3842206,.9045883,-.1163511,.9213573,1.397068,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.0136487,1.115374,-.3680214,.6802557,-.7866208,-1.120797,-.2384672,.6119299
"51.3806-Maternal/Child Health and Neonatal Nurse/Nursing",513806,"51","513","5138",230,1,"Maternal/Child Health and Neonatal Nurse/Nursing","Nursing Instructors and Teachers, Postsecondary","25-1072.00",22.73553,13.18866,18.19327,4.542261,.6958813,.1891824,-.8986201,4.555818,3.059958,1.54603,-.0501698,3.449745,-.0914332,.0581848,1.0969,.4579618,3.074445,2.749495,3.46,3.196667,4.073333,1.323333,"matched (3)",2.323959,2.160441,3.992698,2.704727,2.677474,2.982851,10.84494,14.0868,20.94767,2.389174,2.389174,2.487412,2.487412,2.695318,2.695318,-.7259768,-1.056822,-.8855248,2.72922,3.211125,4.086849,.1891717,-.1511684,.1311665,.1315443,.1573067,.6602067,1.900852,2.410637,2.823251,.0325396,-.2968146,-.1819555,.7958285,1.097302,1.445554,4.542261,-.8986201,.1891824,.6958813,4.555818,3.059958,1.54603,-.0501698,3.074445,22.73553,2.749495,1.783034,2.081026,-.4560531,-.5997468,.3842206,.9045883,-.1163511,.9213573,1.397068,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.0136487,1.115374,-.3680214,.6802557,-.7866208,-1.120797,-.2384672,.6119299
"51.3809-Pediatric Nurse/Nursing",513809,"51","513","5138",303,1,"Pediatric Nurse/Nursing","Nursing Instructors and Teachers, Postsecondary","25-1072.00",22.73553,13.18866,18.19327,4.542261,.6958813,.1891824,-.8986201,4.555818,3.059958,1.54603,-.0501698,3.449745,-.0914332,.0581848,1.0969,.4579618,3.074445,2.749495,3.46,3.196667,4.073333,1.323333,"matched (3)",2.323959,2.160441,3.992698,2.704727,2.677474,2.982851,10.84494,14.0868,20.94767,2.389174,2.389174,2.487412,2.487412,2.695318,2.695318,-.7259768,-1.056822,-.8855248,2.72922,3.211125,4.086849,.1891717,-.1511684,.1311665,.1315443,.1573067,.6602067,1.900852,2.410637,2.823251,.0325396,-.2968146,-.1819555,.7958285,1.097302,1.445554,4.542261,-.8986201,.1891824,.6958813,4.555818,3.059958,1.54603,-.0501698,3.074445,22.73553,2.749495,1.783034,2.081026,-.4560531,-.5997468,.3842206,.9045883,-.1163511,.9213573,1.397068,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.0136487,1.115374,-.3680214,.6802557,-.7866208,-1.120797,-.2384672,.6119299
"51.3821-Geriatric Nurse/Nursing",513821,"51","513","5138",203,1,"Geriatric Nurse/Nursing","Nursing Instructors and Teachers, Postsecondary","25-1072.00",22.73553,13.18866,18.19327,4.542261,.6958813,.1891824,-.8986201,4.555818,3.059958,1.54603,-.0501698,3.449745,-.0914332,.0581848,1.0969,.4579618,3.074445,2.749495,3.46,3.196667,4.073333,1.323333,"matched (3)",2.323959,2.160441,3.992698,2.704727,2.677474,2.982851,10.84494,14.0868,20.94767,2.389174,2.389174,2.487412,2.487412,2.695318,2.695318,-.7259768,-1.056822,-.8855248,2.72922,3.211125,4.086849,.1891717,-.1511684,.1311665,.1315443,.1573067,.6602067,1.900852,2.410637,2.823251,.0325396,-.2968146,-.1819555,.7958285,1.097302,1.445554,4.542261,-.8986201,.1891824,.6958813,4.555818,3.059958,1.54603,-.0501698,3.074445,22.73553,2.749495,1.783034,2.081026,-.4560531,-.5997468,.3842206,.9045883,-.1163511,.9213573,1.397068,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.0136487,1.115374,-.3680214,.6802557,-.7866208,-1.120797,-.2384672,.6119299
"51.3899-Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursi",513899,"51","513","5138",3673,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other","Nursing Instructors and Teachers, Postsecondary","25-1072.00",22.73553,13.18866,18.19327,4.542261,.6958813,.1891824,-.8986201,4.555818,3.059958,1.54603,-.0501698,3.449745,-.0914332,.0581848,1.0969,.4579618,3.074445,2.749495,3.46,3.196667,4.073333,1.323333,"matched (3)",2.323959,2.160441,3.992698,2.704727,2.677474,2.982851,10.84494,14.0868,20.94767,2.389174,2.389174,2.487412,2.487412,2.695318,2.695318,-.7259768,-1.056822,-.8855248,2.72922,3.211125,4.086849,.1891717,-.1511684,.1311665,.1315443,.1573067,.6602067,1.900852,2.410637,2.823251,.0325396,-.2968146,-.1819555,.7958285,1.097302,1.445554,4.542261,-.8986201,.1891824,.6958813,4.555818,3.059958,1.54603,-.0501698,3.074445,22.73553,2.749495,1.783034,2.081026,-.4560531,-.5997468,.3842206,.9045883,-.1163511,.9213573,1.397068,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.0136487,1.115374,-.3680214,.6802557,-.7866208,-1.120797,-.2384672,.6119299
"51.0501-Dental Clinical Sciences, General",510501,"51","510","5105",324,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,1.979822,4.528928,2.704727,2.647371,3.072222,10.84494,8.96593,17.57887,,2.389174,,2.332234,,2.593232,-.7259768,-.5062233,.2797133,2.72922,2.078386,4.664151,.1891717,.4078809,.0041825,.1315443,-.000222,-.4191189,1.900852,1.384577,2.436624,.0325396,.284817,.7481635,.7958285,.4089926,1.479363,4.528928,.2797133,.0041825,-.4191189,4.664151,2.436624,1.479363,.7481635,3.072222,17.57887,2.593232,1.783034,2.081026,-.6791139,.2406935,-.7800132,.9335553,.5234067,.8729803,1.011495,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0503-Oral Biology and Oral and Maxillofacial Pathology",510503,"51","510","5105",109,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,1.979822,4.528928,2.704727,2.647371,3.072222,10.84494,8.96593,17.57887,,2.389174,,2.332234,,2.593232,-.7259768,-.5062233,.2797133,2.72922,2.078386,4.664151,.1891717,.4078809,.0041825,.1315443,-.000222,-.4191189,1.900852,1.384577,2.436624,.0325396,.284817,.7481635,.7958285,.4089926,1.479363,4.528928,.2797133,.0041825,-.4191189,4.664151,2.436624,1.479363,.7481635,3.072222,17.57887,2.593232,1.783034,2.081026,-.6791139,.2406935,-.7800132,.9335553,.5234067,.8729803,1.011495,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0505-Dental Materials",510505,"51","510","5105",8,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,1.979822,4.528928,2.704727,2.647371,3.072222,10.84494,8.96593,17.57887,,2.389174,,2.332234,,2.593232,-.7259768,-.5062233,.2797133,2.72922,2.078386,4.664151,.1891717,.4078809,.0041825,.1315443,-.000222,-.4191189,1.900852,1.384577,2.436624,.0325396,.284817,.7481635,.7958285,.4089926,1.479363,4.528928,.2797133,.0041825,-.4191189,4.664151,2.436624,1.479363,.7481635,3.072222,17.57887,2.593232,1.783034,2.081026,-.6791139,.2406935,-.7800132,.9335553,.5234067,.8729803,1.011495,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0506-Endodontics/Endodontology",510506,"51","510","5105",115,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,1.979822,4.528928,2.704727,2.647371,3.072222,10.84494,8.96593,17.57887,,2.389174,,2.332234,,2.593232,-.7259768,-.5062233,.2797133,2.72922,2.078386,4.664151,.1891717,.4078809,.0041825,.1315443,-.000222,-.4191189,1.900852,1.384577,2.436624,.0325396,.284817,.7481635,.7958285,.4089926,1.479363,4.528928,.2797133,.0041825,-.4191189,4.664151,2.436624,1.479363,.7481635,3.072222,17.57887,2.593232,1.783034,2.081026,-.6791139,.2406935,-.7800132,.9335553,.5234067,.8729803,1.011495,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0510-Periodontics/Periodontology",510510,"51","510","5105",118,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,1.979822,4.528928,2.704727,2.647371,3.072222,10.84494,8.96593,17.57887,,2.389174,,2.332234,,2.593232,-.7259768,-.5062233,.2797133,2.72922,2.078386,4.664151,.1891717,.4078809,.0041825,.1315443,-.000222,-.4191189,1.900852,1.384577,2.436624,.0325396,.284817,.7481635,.7958285,.4089926,1.479363,4.528928,.2797133,.0041825,-.4191189,4.664151,2.436624,1.479363,.7481635,3.072222,17.57887,2.593232,1.783034,2.081026,-.6791139,.2406935,-.7800132,.9335553,.5234067,.8729803,1.011495,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0599-Advanced/Graduate Dentistry and Oral Sciences, Other",510599,"51","510","5105",87,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,1.979822,4.528928,2.704727,2.647371,3.072222,10.84494,8.96593,17.57887,,2.389174,,2.332234,,2.593232,-.7259768,-.5062233,.2797133,2.72922,2.078386,4.664151,.1891717,.4078809,.0041825,.1315443,-.000222,-.4191189,1.900852,1.384577,2.436624,.0325396,.284817,.7481635,.7958285,.4089926,1.479363,4.528928,.2797133,.0041825,-.4191189,4.664151,2.436624,1.479363,.7481635,3.072222,17.57887,2.593232,1.783034,2.081026,-.6791139,.2406935,-.7800132,.9335553,.5234067,.8729803,1.011495,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"03.0511-Forest Technology/Technician",030511,"03","030","0305",358,1,"Forest Technology/Technician","Forest and Conservation Technicians","19-4093.00",22.8422,16.65866,18.3366,4.505594,.3125479,.5291824,.9380467,2.725817,1.923291,.3826963,.4198301,.4297452,.5519001,.0515182,.2302337,1.017962,3.068333,2.752727,3.8,2.586667,3.69,3.16,"matched (3)",8.051281,7.769475,7.877844,3.659281,3.612314,3.630375,23.86721,23.30116,21.50961,2.783788,2.783788,2.766635,2.766635,2.712346,2.712346,.9911585,.9465855,1.029213,5.711425,5.550667,5.448734,.6248836,.5999205,.5890991,.7238145,.6723022,.8107979,3.109946,3.041349,3.059124,1.129453,1.099433,1.077997,1.472026,1.409886,1.311613,4.505594,.9380467,.5291824,.3125479,2.725817,1.923291,.3826963,.4198301,3.068333,22.8422,2.752727,1.783034,2.081026,-.0461034,.7102464,-.0160392,.4152686,.2602912,.0771784,.6939641,1,0,0,1,1.208626,1.64446,.9527945,1.020627,.8295689,.0693542,.4833128,1.405968,1.132286,1.557594,.9089789,.9436086,.7818246,.0288884,.4065218,1.329245
"27.0304-Computational and Applied Mathematics",270304,"27","270","2703",139,1,"Computational and Applied Mathematics","Biostatisticians","15-2041.01",-2.246374,-7.715623,-6.744825,4.498452,2.376834,1.463468,-.2562391,.9143888,.9404338,-.1958751,.1698302,.1697452,.1833288,.5172323,.7416622,.0593904,3.067143,1.992468,4.734286,1.982857,5.754286,1.965714,"matched (3)",6.500977,6.518336,7.219404,3.400897,3.40379,3.520635,5.862597,5.799456,6.625352,2.238194,2.238194,2.236281,2.236281,2.261308,2.261308,.3958583,.4028791,.625874,2.422239,2.382833,2.824191,1.319275,1.340282,1.393022,2.363605,2.392342,2.376318,1.083611,1.059466,1.239481,.8946025,.8960873,.9899691,.4440252,.4272805,.59474,4.498452,-.2562391,1.463468,2.376834,.9143888,.9404338,-.1958751,.1698302,3.067143,-2.246374,1.992468,1.783034,2.081026,1.080397,-.1415718,2.139397,-.0690853,.0599496,-.3426648,.0860018,1,1,1,1,.8947804,.1951264,.7336907,.1346938,.3557793,1.148226,2.576722,.3793775,.882765,.1680073,.7230001,.1157608,.3561629,1.162153,2.560727,.3579717
