"","STABBR","AWLEVEL","CIPCODE","totalawards","statetotals","Code","Occupation","STEM.Disciplines","STEM","compSci"
"46317","OH",7,4.0201,162,23019,NA,NA,NA,NA,NA
"46318","OH",7,4.0301,94,23019,NA,NA,NA,NA,NA
"46319","OH",7,4.0601,8,23019,NA,NA,NA,NA,NA
"46320","OH",7,5.0101,14,23019,NA,NA,NA,NA,NA
"46321","OH",7,5.0102,9,23019,NA,NA,NA,NA,NA
"46322","OH",7,5.0104,6,23019,NA,NA,NA,NA,NA
"46323","OH",7,5.0107,12,23019,NA,NA,NA,NA,NA
"46324","OH",7,5.0113,3,23019,NA,NA,NA,NA,NA
"46325","OH",7,5.0201,3,23019,NA,NA,NA,NA,NA
"46326","OH",7,5.0207,16,23019,NA,NA,NA,NA,NA
"46327","OH",7,9.0101,68,23019,NA,NA,NA,NA,NA
"46328","OH",7,9.0102,8,23019,NA,NA,NA,NA,NA
"46329","OH",7,9.0401,40,23019,NA,NA,NA,NA,NA
"46330","OH",7,9.0701,10,23019,NA,NA,NA,NA,NA
"46331","OH",7,9.0901,1,23019,NA,NA,NA,NA,NA
"46332","OH",7,9.0905,2,23019,NA,NA,NA,NA,NA
"46333","OH",7,9.9999,7,23019,NA,NA,NA,NA,NA
"46334","OH",7,11.0101,97,23019,NA,NA,NA,NA,NA
"46335","OH",7,11.0103,39,23019,NA,NA,NA,NA,NA
"46336","OH",7,11.0201,13,23019,NA,NA,NA,NA,NA
"46337","OH",7,11.0401,22,23019,NA,NA,NA,NA,NA
"46338","OH",7,11.0501,0,23019,NA,NA,NA,NA,NA
"46339","OH",7,11.0701,102,23019,NA,NA,NA,NA,NA
"46340","OH",7,11.0801,2,23019,NA,NA,NA,NA,NA
"46341","OH",7,11.0901,21,23019,NA,NA,NA,NA,NA
"46342","OH",7,11.1003,31,23019,NA,NA,NA,NA,NA
"46343","OH",7,11.9999,0,23019,NA,NA,NA,NA,NA
"46344","OH",7,13.0101,915,23019,NA,NA,NA,NA,NA
"46345","OH",7,13.0202,13,23019,NA,NA,NA,NA,NA
"46346","OH",7,13.0301,921,23019,NA,NA,NA,NA,NA
"46347","OH",7,13.0401,1035,23019,NA,NA,NA,NA,NA
"46348","OH",7,13.0404,0,23019,NA,NA,NA,NA,NA
"46349","OH",7,13.0406,129,23019,NA,NA,NA,NA,NA
"46350","OH",7,13.0408,5,23019,NA,NA,NA,NA,NA
"46351","OH",7,13.0409,2,23019,NA,NA,NA,NA,NA
"46352","OH",7,13.0411,0,23019,NA,NA,NA,NA,NA
"46353","OH",7,13.0499,71,23019,NA,NA,NA,NA,NA
"46354","OH",7,13.0501,95,23019,NA,NA,NA,NA,NA
"46355","OH",7,13.0603,0,23019,NA,NA,NA,NA,NA
"46356","OH",7,13.0604,30,23019,NA,NA,NA,NA,NA
"46357","OH",7,13.0901,20,23019,NA,NA,NA,NA,NA
"46358","OH",7,13.1001,433,23019,NA,NA,NA,NA,NA
"46359","OH",7,13.1004,18,23019,NA,NA,NA,NA,NA
"46360","OH",7,13.1005,0,23019,NA,NA,NA,NA,NA
"46361","OH",7,13.1006,0,23019,NA,NA,NA,NA,NA
"46362","OH",7,13.1007,61,23019,NA,NA,NA,NA,NA
"46363","OH",7,13.1011,46,23019,NA,NA,NA,NA,NA
"46364","OH",7,13.1012,32,23019,NA,NA,NA,NA,NA
"46365","OH",7,13.1013,8,23019,NA,NA,NA,NA,NA
"46366","OH",7,13.1015,5,23019,NA,NA,NA,NA,NA
"46367","OH",7,13.1099,3,23019,NA,NA,NA,NA,NA
"46368","OH",7,13.1101,420,23019,NA,NA,NA,NA,NA
"46369","OH",7,13.1102,87,23019,NA,NA,NA,NA,NA
"46370","OH",7,13.1201,36,23019,NA,NA,NA,NA,NA
"46371","OH",7,13.1202,222,23019,NA,NA,NA,NA,NA
"46372","OH",7,13.1203,74,23019,NA,NA,NA,NA,NA
"46373","OH",7,13.1205,227,23019,NA,NA,NA,NA,NA
"46374","OH",7,13.1206,19,23019,NA,NA,NA,NA,NA
"46375","OH",7,13.1207,21,23019,NA,NA,NA,NA,NA
"46376","OH",7,13.1209,11,23019,NA,NA,NA,NA,NA
"46377","OH",7,13.121,97,23019,NA,NA,NA,NA,NA
"46378","OH",7,13.1299,128,23019,NA,NA,NA,NA,NA
"46379","OH",7,13.1301,9,23019,NA,NA,NA,NA,NA
"46380","OH",7,13.1302,73,23019,NA,NA,NA,NA,NA
"46381","OH",7,13.1303,12,23019,NA,NA,NA,NA,NA
"46382","OH",7,13.1305,23,23019,NA,NA,NA,NA,NA
"46383","OH",7,13.1306,1,23019,NA,NA,NA,NA,NA
"46384","OH",7,13.1307,24,23019,NA,NA,NA,NA,NA
"46385","OH",7,13.1308,2,23019,NA,NA,NA,NA,NA
"46386","OH",7,13.1309,4,23019,NA,NA,NA,NA,NA
"46387","OH",7,13.1311,36,23019,NA,NA,NA,NA,NA
"46388","OH",7,13.1312,39,23019,NA,NA,NA,NA,NA
"46389","OH",7,13.1314,35,23019,NA,NA,NA,NA,NA
"46390","OH",7,13.1315,329,23019,NA,NA,NA,NA,NA
"46391","OH",7,13.1316,11,23019,NA,NA,NA,NA,NA
"46392","OH",7,13.1317,1,23019,NA,NA,NA,NA,NA
"46393","OH",7,13.1318,10,23019,NA,NA,NA,NA,NA
"46394","OH",7,13.1319,7,23019,NA,NA,NA,NA,NA
"46395","OH",7,13.132,23,23019,NA,NA,NA,NA,NA
"46396","OH",7,13.1321,3,23019,NA,NA,NA,NA,NA
"46397","OH",7,13.1322,18,23019,NA,NA,NA,NA,NA
"46398","OH",7,13.1323,1,23019,NA,NA,NA,NA,NA
"46399","OH",7,13.1324,0,23019,NA,NA,NA,NA,NA
"46400","OH",7,13.1325,1,23019,NA,NA,NA,NA,NA
"46401","OH",7,13.1326,0,23019,NA,NA,NA,NA,NA
"46402","OH",7,13.1328,10,23019,NA,NA,NA,NA,NA
"46403","OH",7,13.1329,0,23019,NA,NA,NA,NA,NA
"46404","OH",7,13.133,1,23019,NA,NA,NA,NA,NA
"46405","OH",7,13.1333,1,23019,NA,NA,NA,NA,NA
"46406","OH",7,13.1399,130,23019,NA,NA,NA,NA,NA
"46407","OH",7,13.1401,53,23019,NA,NA,NA,NA,NA
"46408","OH",7,13.9999,132,23019,NA,NA,NA,NA,NA
"46409","OH",7,14.0101,58,23019,NA,NA,NA,NA,NA
"46410","OH",7,14.0201,119,23019,NA,NA,NA,NA,NA
"46411","OH",7,14.0301,6,23019,NA,NA,NA,NA,NA
"46412","OH",7,14.0501,70,23019,NA,NA,NA,NA,NA
"46413","OH",7,14.0701,51,23019,NA,NA,NA,NA,NA
"46414","OH",7,14.0801,120,23019,NA,NA,NA,NA,NA
"46415","OH",7,14.0901,99,23019,NA,NA,NA,NA,NA
"46416","OH",7,14.0903,10,23019,NA,NA,NA,NA,NA
"46417","OH",7,14.1001,370,23019,NA,NA,NA,NA,NA
"46418","OH",7,14.1003,4,23019,NA,NA,NA,NA,NA
"46419","OH",7,14.1101,1,23019,NA,NA,NA,NA,NA
"46420","OH",7,14.1201,14,23019,NA,NA,NA,NA,NA
"46421","OH",7,14.1301,47,23019,NA,NA,NA,NA,NA
"46422","OH",7,14.1401,20,23019,NA,NA,NA,NA,NA
"46423","OH",7,14.1801,63,23019,NA,NA,NA,NA,NA
"46424","OH",7,14.1901,289,23019,NA,NA,NA,NA,NA
"46425","OH",7,14.2301,27,23019,NA,NA,NA,NA,NA
"46426","OH",7,14.2701,37,23019,NA,NA,NA,NA,NA
"46427","OH",7,14.3201,2,23019,NA,NA,NA,NA,NA
"46428","OH",7,14.3501,67,23019,NA,NA,NA,NA,NA
"46429","OH",7,14.3601,38,23019,NA,NA,NA,NA,NA
"46430","OH",7,14.3701,35,23019,NA,NA,NA,NA,NA
"46431","OH",7,14.9999,9,23019,NA,NA,NA,NA,NA
"46432","OH",7,15.0507,32,23019,NA,NA,NA,NA,NA
"46433","OH",7,15.1102,14,23019,NA,NA,NA,NA,NA
"46434","OH",7,15.1501,38,23019,NA,NA,NA,NA,NA
"46435","OH",7,16.0101,0,23019,NA,NA,NA,NA,NA
"46436","OH",7,16.0102,25,23019,NA,NA,NA,NA,NA
"46437","OH",7,16.0103,22,23019,NA,NA,NA,NA,NA
"46438","OH",7,16.0399,23,23019,NA,NA,NA,NA,NA
"46439","OH",7,16.04,7,23019,NA,NA,NA,NA,NA
"46440","OH",7,16.0501,25,23019,NA,NA,NA,NA,NA
"46441","OH",7,16.0601,0,23019,NA,NA,NA,NA,NA
"46442","OH",7,16.0901,23,23019,NA,NA,NA,NA,NA
"46443","OH",7,16.0905,43,23019,NA,NA,NA,NA,NA
"46444","OH",7,16.0999,25,23019,NA,NA,NA,NA,NA
"46445","OH",7,16.1199,4,23019,NA,NA,NA,NA,NA
"46446","OH",7,16.12,4,23019,NA,NA,NA,NA,NA
"46447","OH",7,16.9999,0,23019,NA,NA,NA,NA,NA
"46448","OH",7,19.0401,2,23019,NA,NA,NA,NA,NA
"46449","OH",7,19.0501,20,23019,NA,NA,NA,NA,NA
"46450","OH",7,19.0504,23,23019,NA,NA,NA,NA,NA
"46451","OH",7,19.0599,9,23019,NA,NA,NA,NA,NA
"46452","OH",7,19.0701,21,23019,NA,NA,NA,NA,NA
"46453","OH",7,19.0706,1,23019,NA,NA,NA,NA,NA
"46454","OH",7,19.0901,4,23019,NA,NA,NA,NA,NA
"46455","OH",7,19.9999,20,23019,NA,NA,NA,NA,NA
"46456","OH",7,22.0201,4,23019,NA,NA,NA,NA,NA
"46457","OH",7,22.0202,52,23019,NA,NA,NA,NA,NA
"46458","OH",7,22.021,7,23019,NA,NA,NA,NA,NA
"46459","OH",7,22.0211,7,23019,NA,NA,NA,NA,NA
"46460","OH",7,22.0212,6,23019,NA,NA,NA,NA,NA
"46461","OH",7,22.0299,15,23019,NA,NA,NA,NA,NA
"46462","OH",7,23.0101,266,23019,NA,NA,NA,NA,NA
"46463","OH",7,23.1301,6,23019,NA,NA,NA,NA,NA
"46464","OH",7,23.1302,41,23019,NA,NA,NA,NA,NA
"46465","OH",7,23.1303,6,23019,NA,NA,NA,NA,NA
"46466","OH",7,23.1304,3,23019,NA,NA,NA,NA,NA
"46467","OH",7,24.0101,76,23019,NA,NA,NA,NA,NA
"46468","OH",7,24.0103,40,23019,NA,NA,NA,NA,NA
"46469","OH",7,24.0199,0,23019,NA,NA,NA,NA,NA
"46470","OH",7,25.0101,274,23019,NA,NA,NA,NA,NA
"46471","OH",7,26.0101,114,23019,NA,NA,NA,NA,NA
"46472","OH",7,26.0102,37,23019,NA,NA,NA,NA,NA
"46473","OH",7,26.0202,10,23019,NA,NA,NA,NA,NA
"46474","OH",7,26.0203,4,23019,NA,NA,NA,NA,NA
"46475","OH",7,26.0204,0,23019,NA,NA,NA,NA,NA
"46476","OH",7,26.0209,6,23019,NA,NA,NA,NA,NA
"46477","OH",7,26.021,1,23019,NA,NA,NA,NA,NA
"46478","OH",7,26.0299,1,23019,NA,NA,NA,NA,NA
"46479","OH",7,26.0301,10,23019,NA,NA,NA,NA,NA
"46480","OH",7,26.0305,5,23019,NA,NA,NA,NA,NA
"46481","OH",7,26.0403,35,23019,NA,NA,NA,NA,NA
"46482","OH",7,26.0404,4,23019,NA,NA,NA,NA,NA
"46483","OH",7,26.0499,9,23019,NA,NA,NA,NA,NA
"46484","OH",7,26.0502,5,23019,NA,NA,NA,NA,NA
"46485","OH",7,26.0503,4,23019,NA,NA,NA,NA,NA
"46486","OH",7,26.0507,3,23019,NA,NA,NA,NA,NA
"46487","OH",7,26.0701,16,23019,NA,NA,NA,NA,NA
"46488","OH",7,26.0707,3,23019,NA,NA,NA,NA,NA
"46489","OH",7,26.0801,1,23019,NA,NA,NA,NA,NA
"46490","OH",7,26.0806,9,23019,NA,NA,NA,NA,NA
"46491","OH",7,26.0901,23,23019,NA,NA,NA,NA,NA
"46492","OH",7,26.0907,1,23019,NA,NA,NA,NA,NA
"46493","OH",7,26.0908,8,23019,NA,NA,NA,NA,NA
"46494","OH",7,26.0909,9,23019,NA,NA,NA,NA,NA
"46495","OH",7,26.091,2,23019,NA,NA,NA,NA,NA
"46496","OH",7,26.0911,1,23019,NA,NA,NA,NA,NA
"46497","OH",7,26.1001,8,23019,NA,NA,NA,NA,NA
"46498","OH",7,26.1004,1,23019,NA,NA,NA,NA,NA
"46499","OH",7,26.1006,4,23019,NA,NA,NA,NA,NA
"46500","OH",7,26.1007,8,23019,NA,NA,NA,NA,NA
"46501","OH",7,26.1102,2,23019,NA,NA,NA,NA,NA
"46502","OH",7,26.1103,1,23019,NA,NA,NA,NA,NA
"46503","OH",7,26.1301,12,23019,NA,NA,NA,NA,NA
"46504","OH",7,26.1309,5,23019,NA,NA,NA,NA,NA
"46505","OH",7,26.1401,1,23019,NA,NA,NA,NA,NA
"46506","OH",7,26.1501,1,23019,NA,NA,NA,NA,NA
"46507","OH",7,26.9999,14,23019,NA,NA,NA,NA,NA
"46508","OH",7,27.0101,129,23019,NA,NA,NA,NA,NA
"46509","OH",7,27.0301,20,23019,NA,NA,NA,NA,NA
"46510","OH",7,27.0305,6,23019,NA,NA,NA,NA,NA
"46511","OH",7,27.0501,85,23019,NA,NA,NA,NA,NA
"46512","OH",7,30.0501,7,23019,NA,NA,NA,NA,NA
"46513","OH",7,30.0601,5,23019,NA,NA,NA,NA,NA
"46514","OH",7,30.1101,7,23019,NA,NA,NA,NA,NA
"46515","OH",7,30.1201,2,23019,NA,NA,NA,NA,NA
"46516","OH",7,30.2301,0,23019,NA,NA,NA,NA,NA
"46517","OH",7,30.2501,2,23019,NA,NA,NA,NA,NA
"46518","OH",7,30.9999,76,23019,NA,NA,NA,NA,NA
"46519","OH",7,31.0101,5,23019,NA,NA,NA,NA,NA
"46520","OH",7,31.0501,145,23019,NA,NA,NA,NA,NA
"46521","OH",7,31.0504,118,23019,NA,NA,NA,NA,NA
"46522","OH",7,31.0505,45,23019,NA,NA,NA,NA,NA
"46523","OH",7,38.0101,32,23019,NA,NA,NA,NA,NA
"46524","OH",7,38.0201,50,23019,NA,NA,NA,NA,NA
"46525","OH",7,39.0201,34,23019,NA,NA,NA,NA,NA
"46526","OH",7,39.0301,0,23019,NA,NA,NA,NA,NA
"46527","OH",7,39.0401,3,23019,NA,NA,NA,NA,NA
"46528","OH",7,39.0501,6,23019,NA,NA,NA,NA,NA
"46529","OH",7,39.0601,114,23019,NA,NA,NA,NA,NA
"46530","OH",7,39.0602,145,23019,NA,NA,NA,NA,NA
"46531","OH",7,39.0699,6,23019,NA,NA,NA,NA,NA
"46532","OH",7,39.0701,26,23019,NA,NA,NA,NA,NA
"46533","OH",7,39.0705,1,23019,NA,NA,NA,NA,NA
"46534","OH",7,39.0799,10,23019,NA,NA,NA,NA,NA
"46535","OH",7,39.9999,16,23019,NA,NA,NA,NA,NA
"46536","OH",7,40.0201,7,23019,NA,NA,NA,NA,NA
"46537","OH",7,40.0401,2,23019,NA,NA,NA,NA,NA
"46538","OH",7,40.0501,83,23019,NA,NA,NA,NA,NA
"46539","OH",7,40.0507,0,23019,NA,NA,NA,NA,NA
"46540","OH",7,40.0508,1,23019,NA,NA,NA,NA,NA
"46541","OH",7,40.0601,61,23019,NA,NA,NA,NA,NA
"46542","OH",7,40.0603,0,23019,NA,NA,NA,NA,NA
"46543","OH",7,40.0801,55,23019,NA,NA,NA,NA,NA
"46544","OH",7,40.0802,1,23019,NA,NA,NA,NA,NA
"46545","OH",7,40.0807,4,23019,NA,NA,NA,NA,NA
"46546","OH",7,40.0899,0,23019,NA,NA,NA,NA,NA
"46547","OH",7,40.1001,1,23019,NA,NA,NA,NA,NA
"46548","OH",7,42.0101,144,23019,NA,NA,NA,NA,NA
"46549","OH",7,42.2703,0,23019,NA,NA,NA,NA,NA
"46550","OH",7,42.2704,10,23019,NA,NA,NA,NA,NA
"46551","OH",7,42.2709,20,23019,NA,NA,NA,NA,NA
"46552","OH",7,42.2801,62,23019,NA,NA,NA,NA,NA
"46553","OH",7,42.2802,80,23019,NA,NA,NA,NA,NA
"46554","OH",7,42.2803,128,23019,NA,NA,NA,NA,NA
"46555","OH",7,42.2804,23,23019,NA,NA,NA,NA,NA
"46556","OH",7,42.2805,115,23019,NA,NA,NA,NA,NA
"46557","OH",7,42.2806,55,23019,NA,NA,NA,NA,NA
"46558","OH",7,42.2812,27,23019,NA,NA,NA,NA,NA
"46559","OH",7,42.2899,56,23019,NA,NA,NA,NA,NA
"46560","OH",7,42.9999,62,23019,NA,NA,NA,NA,NA
"46561","OH",7,43.0103,27,23019,NA,NA,NA,NA,NA
"46562","OH",7,43.0104,394,23019,NA,NA,NA,NA,NA
"46563","OH",7,43.9999,41,23019,NA,NA,NA,NA,NA
"46564","OH",7,44,8,23019,NA,NA,NA,NA,NA
"46565","OH",7,44.0201,23,23019,NA,NA,NA,NA,NA
"46566","OH",7,44.0401,259,23019,NA,NA,NA,NA,NA
"46567","OH",7,44.0701,706,23019,NA,NA,NA,NA,NA
"46568","OH",7,45.0101,22,23019,NA,NA,NA,NA,NA
"46569","OH",7,45.0201,18,23019,NA,NA,NA,NA,NA
"46570","OH",7,45.0401,24,23019,NA,NA,NA,NA,NA
"46571","OH",7,45.0501,0,23019,NA,NA,NA,NA,NA
"46572","OH",7,45.0601,135,23019,NA,NA,NA,NA,NA
"46573","OH",7,45.0602,16,23019,NA,NA,NA,NA,NA
"46574","OH",7,45.0603,5,23019,NA,NA,NA,NA,NA
"46575","OH",7,45.0699,3,23019,NA,NA,NA,NA,NA
"46576","OH",7,45.0701,43,23019,NA,NA,NA,NA,NA
"46577","OH",7,45.0702,18,23019,NA,NA,NA,NA,NA
"46578","OH",7,45.0901,25,23019,NA,NA,NA,NA,NA
"46579","OH",7,45.1001,57,23019,NA,NA,NA,NA,NA
"46580","OH",7,45.1099,4,23019,NA,NA,NA,NA,NA
"46581","OH",7,45.1101,60,23019,NA,NA,NA,NA,NA
"46582","OH",7,45.1201,9,23019,NA,NA,NA,NA,NA
"46583","OH",7,45.9999,0,23019,NA,NA,NA,NA,NA
"46584","OH",7,50.0101,2,23019,NA,NA,NA,NA,NA
"46585","OH",7,50.0201,11,23019,NA,NA,NA,NA,NA
"46586","OH",7,50.0301,13,23019,NA,NA,NA,NA,NA
"46587","OH",7,50.0402,3,23019,NA,NA,NA,NA,NA
"46588","OH",7,50.0404,11,23019,NA,NA,NA,NA,NA
"46589","OH",7,50.0406,10,23019,NA,NA,NA,NA,NA
"46590","OH",7,50.0499,12,23019,NA,NA,NA,NA,NA
"46591","OH",7,50.0501,34,23019,NA,NA,NA,NA,NA
"46592","OH",7,50.0502,11,23019,NA,NA,NA,NA,NA
"46593","OH",7,50.0504,2,23019,NA,NA,NA,NA,NA
"46594","OH",7,50.0506,1,23019,NA,NA,NA,NA,NA
"46595","OH",7,50.0602,8,23019,NA,NA,NA,NA,NA
"46596","OH",7,50.0605,2,23019,NA,NA,NA,NA,NA
"46597","OH",7,50.0701,42,23019,NA,NA,NA,NA,NA
"46598","OH",7,50.0702,18,23019,NA,NA,NA,NA,NA
"46599","OH",7,50.0703,30,23019,NA,NA,NA,NA,NA
"46600","OH",7,50.0708,6,23019,NA,NA,NA,NA,NA
"46601","OH",7,50.0709,3,23019,NA,NA,NA,NA,NA
"46602","OH",7,50.071,1,23019,NA,NA,NA,NA,NA
"46603","OH",7,50.0711,3,23019,NA,NA,NA,NA,NA
"46604","OH",7,50.0901,55,23019,NA,NA,NA,NA,NA
"46605","OH",7,50.0902,14,23019,NA,NA,NA,NA,NA
"46606","OH",7,50.0903,219,23019,NA,NA,NA,NA,NA
"46607","OH",7,50.0904,21,23019,NA,NA,NA,NA,NA
"46608","OH",7,50.0905,4,23019,NA,NA,NA,NA,NA
"46609","OH",7,50.0906,7,23019,NA,NA,NA,NA,NA
"46610","OH",7,50.0907,13,23019,NA,NA,NA,NA,NA
"46611","OH",7,50.0908,28,23019,NA,NA,NA,NA,NA
"46612","OH",7,50.091,0,23019,NA,NA,NA,NA,NA
"46613","OH",7,50.0911,4,23019,NA,NA,NA,NA,NA
"46614","OH",7,50.1002,5,23019,NA,NA,NA,NA,NA
"46615","OH",7,50.1003,9,23019,NA,NA,NA,NA,NA
"46616","OH",7,50.1004,8,23019,NA,NA,NA,NA,NA
"46617","OH",7,50.9999,0,23019,NA,NA,NA,NA,NA
"46618","OH",7,51.0201,135,23019,NA,NA,NA,NA,NA
"46619","OH",7,51.0202,36,23019,NA,NA,NA,NA,NA
"46620","OH",7,51.0203,6,23019,NA,NA,NA,NA,NA
"46621","OH",7,51.0204,131,23019,NA,NA,NA,NA,NA
"46622","OH",7,51.0501,25,23019,NA,NA,NA,NA,NA
"46623","OH",7,51.0506,4,23019,NA,NA,NA,NA,NA
"46624","OH",7,51.0508,6,23019,NA,NA,NA,NA,NA
"46625","OH",7,51.051,4,23019,NA,NA,NA,NA,NA
"46626","OH",7,51.0701,119,23019,NA,NA,NA,NA,NA
"46627","OH",7,51.0702,35,23019,NA,NA,NA,NA,NA
"46628","OH",7,51.0809,14,23019,NA,NA,NA,NA,NA
"46629","OH",7,51.0912,84,23019,NA,NA,NA,NA,NA
"46630","OH",7,51.0913,29,23019,NA,NA,NA,NA,NA
"46631","OH",7,51.1401,30,23019,NA,NA,NA,NA,NA
"46632","OH",7,51.1501,1,23019,NA,NA,NA,NA,NA
"46633","OH",7,51.1504,6,23019,NA,NA,NA,NA,NA
"46634","OH",7,51.1505,14,23019,NA,NA,NA,NA,NA
"46635","OH",7,51.1508,64,23019,NA,NA,NA,NA,NA
"46636","OH",7,51.1509,2,23019,NA,NA,NA,NA,NA
"46637","OH",7,51.1599,47,23019,NA,NA,NA,NA,NA
"46638","OH",7,51.2001,11,23019,NA,NA,NA,NA,NA
"46639","OH",7,51.2002,4,23019,NA,NA,NA,NA,NA
"46640","OH",7,51.2003,17,23019,NA,NA,NA,NA,NA
"46641","OH",7,51.2099,0,23019,NA,NA,NA,NA,NA
"46642","OH",7,51.2201,187,23019,NA,NA,NA,NA,NA
"46643","OH",7,51.2202,5,23019,NA,NA,NA,NA,NA
"46644","OH",7,51.2206,13,23019,NA,NA,NA,NA,NA
"46645","OH",7,51.2207,17,23019,NA,NA,NA,NA,NA
"46646","OH",7,51.2299,35,23019,NA,NA,NA,NA,NA
"46647","OH",7,51.2301,13,23019,NA,NA,NA,NA,NA
"46648","OH",7,51.2305,1,23019,NA,NA,NA,NA,NA
"46649","OH",7,51.2306,113,23019,NA,NA,NA,NA,NA
"46650","OH",7,51.2308,0,23019,NA,NA,NA,NA,NA
"46651","OH",7,51.231,9,23019,NA,NA,NA,NA,NA
"46652","OH",7,51.2399,1,23019,NA,NA,NA,NA,NA
"46653","OH",7,51.2501,23,23019,NA,NA,NA,NA,NA
"46654","OH",7,51.2706,3,23019,NA,NA,NA,NA,NA
"46655","OH",7,51.3101,14,23019,NA,NA,NA,NA,NA
"46656","OH",7,51.3201,31,23019,NA,NA,NA,NA,NA
"46657","OH",7,51.3801,440,23019,NA,NA,NA,NA,NA
"46658","OH",7,51.3802,39,23019,NA,NA,NA,NA,NA
"46659","OH",7,51.3803,59,23019,NA,NA,NA,NA,NA
"46660","OH",7,51.3804,45,23019,NA,NA,NA,NA,NA
"46661","OH",7,51.3805,142,23019,NA,NA,NA,NA,NA
"46662","OH",7,51.3806,2,23019,NA,NA,NA,NA,NA
"46663","OH",7,51.3807,45,23019,NA,NA,NA,NA,NA
"46664","OH",7,51.3808,18,23019,NA,NA,NA,NA,NA
"46665","OH",7,51.3809,15,23019,NA,NA,NA,NA,NA
"46666","OH",7,51.381,6,23019,NA,NA,NA,NA,NA
"46667","OH",7,51.3811,3,23019,NA,NA,NA,NA,NA
"46668","OH",7,51.3813,16,23019,NA,NA,NA,NA,NA
"46669","OH",7,51.3814,6,23019,NA,NA,NA,NA,NA
"46670","OH",7,51.3815,3,23019,NA,NA,NA,NA,NA
"46671","OH",7,51.3817,38,23019,NA,NA,NA,NA,NA
"46672","OH",7,51.3819,5,23019,NA,NA,NA,NA,NA
"46673","OH",7,51.382,31,23019,NA,NA,NA,NA,NA
"46674","OH",7,51.3821,47,23019,NA,NA,NA,NA,NA
"46675","OH",7,51.3822,75,23019,NA,NA,NA,NA,NA
"46676","OH",7,51.3899,55,23019,NA,NA,NA,NA,NA
"46677","OH",7,51.9999,53,23019,NA,NA,NA,NA,NA
"46678","OH",7,52.0101,184,23019,NA,NA,NA,NA,NA
"46679","OH",7,52.0201,3636,23019,NA,NA,NA,NA,NA
"46680","OH",7,52.0202,0,23019,NA,NA,NA,NA,NA
"46681","OH",7,52.0203,70,23019,NA,NA,NA,NA,NA
"46682","OH",7,52.0205,11,23019,NA,NA,NA,NA,NA
"46683","OH",7,52.0206,79,23019,NA,NA,NA,NA,NA
"46684","OH",7,52.021,6,23019,NA,NA,NA,NA,NA
"46685","OH",7,52.0213,5,23019,NA,NA,NA,NA,NA
"46686","OH",7,52.0299,119,23019,NA,NA,NA,NA,NA
"46687","OH",7,52.0301,458,23019,NA,NA,NA,NA,NA
"46688","OH",7,52.0304,47,23019,NA,NA,NA,NA,NA
"46689","OH",7,52.0399,1,23019,NA,NA,NA,NA,NA
"46690","OH",7,52.0401,0,23019,NA,NA,NA,NA,NA
"46691","OH",7,52.0601,15,23019,NA,NA,NA,NA,NA
"46692","OH",7,52.0701,7,23019,NA,NA,NA,NA,NA
"46693","OH",7,52.0703,10,23019,NA,NA,NA,NA,NA
"46694","OH",7,52.0799,2,23019,NA,NA,NA,NA,NA
"46695","OH",7,52.0801,143,23019,NA,NA,NA,NA,NA
"46696","OH",7,52.0803,41,23019,NA,NA,NA,NA,NA
"46697","OH",7,52.0804,4,23019,NA,NA,NA,NA,NA
"46698","OH",7,52.0806,6,23019,NA,NA,NA,NA,NA
"46699","OH",7,52.0899,6,23019,NA,NA,NA,NA,NA
"46700","OH",7,52.0901,1,23019,NA,NA,NA,NA,NA
"46701","OH",7,52.0904,1,23019,NA,NA,NA,NA,NA
"46702","OH",7,52.1001,149,23019,NA,NA,NA,NA,NA
"46703","OH",7,52.1002,26,23019,NA,NA,NA,NA,NA
"46704","OH",7,52.1003,133,23019,NA,NA,NA,NA,NA
"46705","OH",7,52.1005,28,23019,NA,NA,NA,NA,NA
"46706","OH",7,52.1101,59,23019,NA,NA,NA,NA,NA
"46707","OH",7,52.1201,79,23019,NA,NA,NA,NA,NA
"46708","OH",7,52.1207,25,23019,NA,NA,NA,NA,NA
"46709","OH",7,52.1299,1,23019,NA,NA,NA,NA,NA
"46710","OH",7,52.1301,12,23019,NA,NA,NA,NA,NA
"46711","OH",7,52.1302,15,23019,NA,NA,NA,NA,NA
"46712","OH",7,52.1304,41,23019,NA,NA,NA,NA,NA
"46713","OH",7,52.1399,26,23019,NA,NA,NA,NA,NA
"46714","OH",7,52.1401,189,23019,NA,NA,NA,NA,NA
"46715","OH",7,52.1601,41,23019,NA,NA,NA,NA,NA
"46716","OH",7,52.9999,0,23019,NA,NA,NA,NA,NA
"46717","OH",7,54.0101,106,23019,NA,NA,NA,NA,NA
"46718","OH",7,54.0102,5,23019,NA,NA,NA,NA,NA
"46719","OH",7,54.0199,12,23019,NA,NA,NA,NA,NA
"46720","OH",7,99,23019,23019,NA,NA,NA,NA,NA
"46721","OH",8,5.0108,0,178,NA,NA,NA,NA,NA
"46722","OH",8,5.0207,0,178,NA,NA,NA,NA,NA
"46723","OH",8,11.0501,0,178,NA,NA,NA,NA,NA
"46724","OH",8,13.0201,1,178,NA,NA,NA,NA,NA
"46725","OH",8,13.0301,6,178,NA,NA,NA,NA,NA
"46726","OH",8,13.0401,25,178,NA,NA,NA,NA,NA
